ID,Title,Flag,Num,Num2,Exe,UserID,ObjStepMax,Time1,Expired,Ditu,Moban,ScoreID,RoundTime,WaitTime,ShootTime,FireTime,AllTime,IsOK,MapID,Red,Blue,FirstColor,GridPX,GridMeter,mapY,mapX,GmapdiffX,MapDiffX,GmapZoom,WmapZoom,EleLow,EleDiv,CssFile,JmColor,JmResult,LogBak
25,推演室5,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-06-10 15:08:33,2018-06-10 15:38:33,83,1003,80048,90,10,30,10,30,1,2018610153834,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,BLUE,{},1
41,推演室1,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-06-10 15:09:08,2018-06-10 15:39:08,83,1003,80048,90,10,30,10,30,1,201861015399,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,BLUE,{},1
49,推演室9,"RED|红方,BLUE|蓝方",0,2,0,1,0,,,83,1003,80048,90,10,30,10,30,1,,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,,{},0
53,推演室13,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-06-10 15:10:08,2018-06-10 15:40:08,83,1003,80048,90,10,30,10,30,1,201861015408,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,BLUE,{},1
41,推演室1,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-06-10 09:57:21,2018-06-10 10:27:21,83,1003,80048,90,10,30,10,30,1,201861015819,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,BLUE,{},1
49,推演室9,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-06-10 15:41:46,2018-06-10 16:11:46,83,1003,80048,90,10,30,10,30,1,2018610161147,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,BLUE,{},1
25,推演室5,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-06-10 15:41:48,2018-06-10 16:11:48,83,1003,80048,90,10,30,10,30,1,2018610161149,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,BLUE,{},1
45,推演室5,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-06-10 15:41:58,2018-06-10 16:11:58,83,1003,80048,90,10,30,10,30,1,2018610161159,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,BLUE,{},1
21,推演室1,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-06-10 15:42:33,2018-06-10 16:12:33,83,1003,80048,90,10,30,10,30,1,2018610161234,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,BLUE,{},1
33,推演室13,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-06-10 15:43:57,2018-06-10 16:13:57,83,1003,80048,90,10,30,10,30,1,2018610161358,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,RED,{},1
41,推演室1,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-06-10 15:45:41,2018-06-10 16:15:41,83,1003,80048,90,10,30,10,30,1,2018610161542,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,BLUE,{},1
53,推演室13,"RED|红方,BLUE|蓝方",0,2,0,1,0,,,83,1003,80048,90,10,30,10,30,1,,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,,{},0
41,推演室1,"RED|红方,BLUE|蓝方",0,2,0,1,0,,,83,1003,80048,90,10,30,10,30,1,,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,,{},0
29,推演室9,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-06-10 16:27:04,2018-06-10 16:57:04,83,1003,80048,90,10,30,10,30,1,201861016575,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,BLUE,{},1
49,推演室9,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-06-10 16:29:28,2018-06-10 16:59:28,83,1003,80048,90,10,30,10,30,1,2018610165928,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,BLUE,{},1
29,推演室9,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-06-10 16:58:41,2018-06-10 17:28:41,83,1003,80048,90,10,30,10,30,1,2018610172842,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,BLUE,{},1
10,推演室10,"RED|红方,BLUE|蓝方",0,2,0,1,0,,,83,1001,80048,90,10,30,10,30,1,,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,,{},0
13,推演室13,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-05-31 23:34:36,2018-06-01 00:04:36,83,1001,80048,90,10,30,10,30,1,2018610437,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,BLUE,{},1
1,推演室1,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-05-31 23:35:58,2018-06-01 00:05:58,83,1001,80048,90,10,30,10,30,1,2018610559,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,BLUE,{},1
16,推演室16,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-05-31 23:36:58,2018-06-01 00:06:58,83,1001,80048,90,10,30,10,30,1,201861070,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,BLUE,{},1
26,推演室6,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-06-10 00:18:42,2018-06-10 00:48:42,83,1003,80048,90,10,30,10,30,1,2018610703,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,BLUE,{},1
53,推演室13,"RED|红方,BLUE|蓝方",0,2,0,1,0,,,83,1003,80048,90,10,30,10,30,1,,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,,{},0
44,推演室4,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-06-09 22:55:00,2018-06-09 23:25:00,83,1003,80048,90,10,30,10,30,1,201861075733,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,RED,{},1
36,推演室16,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-06-10 07:30:01,2018-06-10 08:00:01,83,1003,80048,90,10,30,10,30,1,2018610802,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,BLUE,{},1
46,推演室6,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-06-10 00:30:50,2018-06-10 01:00:50,83,1003,80048,90,10,30,10,30,1,20186108043,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,,{},1
44,推演室4,"RED|红方,BLUE|蓝方",0,2,0,1,0,,,83,1003,80048,90,10,30,10,30,1,,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,,{},0
25,推演室5,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-06-10 08:01:38,2018-06-10 08:31:38,83,1003,80048,90,10,30,10,30,1,201861083139,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,BLUE,{},1
31,推演室11,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-06-10 08:01:08,2018-06-10 08:31:08,83,1003,80048,90,10,30,10,30,1,20186108319,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,BLUE,{},1
24,推演室4,"RED|红方,BLUE|蓝方",0,2,0,1,0,,,83,1003,80048,90,10,30,10,30,1,,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,,{},0
33,推演室13,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-06-10 08:03:45,2018-06-10 08:33:45,83,1003,80048,90,10,30,10,30,1,201861083346,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,BLUE,{},1
22,推演室2,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-06-10 08:03:07,2018-06-10 08:33:07,83,1003,80048,90,10,30,10,30,1,20186108338,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,BLUE,{},1
28,推演室8,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-06-10 08:04:37,2018-06-10 08:34:37,83,1003,80048,90,10,30,10,30,1,201861083438,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,BLUE,{},1
46,推演室6,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-06-10 08:05:17,2018-06-10 08:35:17,83,1003,80048,90,10,30,10,30,1,201861083517,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,BLUE,{},1
34,推演室14,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-06-10 08:06:55,2018-06-10 08:36:55,83,1003,80048,90,10,30,10,30,1,201861083656,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,BLUE,{},1
29,推演室9,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-06-10 08:07:32,2018-06-10 08:37:32,83,1003,80048,90,10,30,10,30,1,201861083733,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,BLUE,{},1
47,推演室7,"RED|红方,BLUE|蓝方",0,2,0,1,0,,,83,1003,80048,90,10,30,10,30,1,,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,,{},0
43,推演室3,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-06-10 08:08:32,2018-06-10 08:38:32,83,1003,80048,90,10,30,10,30,1,201861083833,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,BLUE,{},1
49,推演室9,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-06-10 08:08:35,2018-06-10 08:38:35,83,1003,80048,90,10,30,10,30,1,201861083836,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,BLUE,{},1
35,推演室15,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-06-10 08:08:48,2018-06-10 08:38:48,83,1003,80048,90,10,30,10,30,1,201861083849,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,BLUE,{},1
51,推演室11,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-06-10 08:08:57,2018-06-10 08:38:57,83,1003,80048,90,10,30,10,30,1,201861083858,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,BLUE,{},1
45,推演室5,"RED|红方,BLUE|蓝方",0,2,0,1,0,,,83,1003,80048,90,10,30,10,30,1,,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,,{},0
53,推演室13,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-06-10 08:10:01,2018-06-10 08:40:01,83,1003,80048,90,10,30,10,30,1,20186108402,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,BLUE,{},1
41,推演室1,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-06-10 08:10:06,2018-06-10 08:40:06,83,1003,80048,90,10,30,10,30,1,20186108407,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,BLUE,{},1
56,推演室16,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-06-10 08:11:11,2018-06-10 08:41:11,83,1003,80048,90,10,30,10,30,1,201861084112,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,BLUE,{},1
27,推演室7,"RED|红方,BLUE|蓝方",0,2,0,1,0,,,83,1003,80048,90,10,30,10,30,1,,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,,{},0
54,推演室14,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-06-10 08:11:33,2018-06-10 08:41:33,83,1003,80048,90,10,30,10,30,1,201861084134,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,BLUE,{},1
42,推演室2,"RED|红方,BLUE|蓝方",0,2,0,1,0,,,83,1003,80048,90,10,30,10,30,1,,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,,{},0
55,推演室15,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-06-10 08:13:54,2018-06-10 08:43:54,83,1003,80048,90,10,30,10,30,1,201861084355,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,BLUE,{},1
26,推演室6,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-06-10 08:17:35,2018-06-10 08:47:35,83,1003,80048,90,10,30,10,30,1,201861084735,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,BLUE,{},1
32,推演室12,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-06-10 08:20:40,2018-06-10 08:50:40,83,1003,80048,90,10,30,10,30,1,201861085040,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,BLUE,{},1
43,推演室3,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-06-09 23:58:13,2018-06-10 00:28:13,83,1003,80048,90,10,30,10,30,1,20186108632,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,RED,{},1
26,推演室6,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-06-10 06:59:56,2018-06-10 07:29:56,83,1003,80048,90,10,30,10,30,1,2018610868,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,,{},1
35,推演室15,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-06-10 08:40:39,2018-06-10 09:10:39,83,1003,80048,90,10,30,10,30,1,201861091040,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,BLUE,{},1
49,推演室9,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-06-10 08:40:06,2018-06-10 09:10:06,83,1003,80048,90,10,30,10,30,1,20186109107,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,BLUE,{},1
51,推演室11,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-06-10 08:41:14,2018-06-10 09:11:14,83,1003,80048,90,10,30,10,30,1,201861091115,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,BLUE,{},1
43,推演室3,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-06-10 08:41:16,2018-06-10 09:11:16,83,1003,80048,90,10,30,10,30,1,201861091117,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,BLUE,{},1
45,推演室5,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-06-10 08:41:41,2018-06-10 09:11:41,83,1003,80048,90,10,30,10,30,1,201861091142,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,BLUE,{},1
41,推演室1,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-06-10 08:42:27,2018-06-10 09:12:27,83,1003,80048,90,10,30,10,30,1,201861091228,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,BLUE,{},1
56,推演室16,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-06-10 08:42:33,2018-06-10 09:12:33,83,1003,80048,90,10,30,10,30,1,201861091234,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,BLUE,{},1
29,推演室9,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-06-10 08:43:29,2018-06-10 09:13:29,83,1003,80048,90,10,30,10,30,1,201861091329,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,BLUE,{},1
54,推演室14,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-06-10 08:43:08,2018-06-10 09:13:08,83,1003,80048,90,10,30,10,30,1,20186109139,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,BLUE,{},1
53,推演室13,"RED|红方,BLUE|蓝方",0,2,0,1,0,,,83,1003,80048,90,10,30,10,30,1,,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,,{},0
27,推演室7,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-06-10 08:45:50,2018-06-10 09:15:50,83,1003,80048,90,10,30,10,30,1,201861091551,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,BLUE,{},1
42,推演室2,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-06-10 08:46:10,2018-06-10 09:16:10,83,1003,80048,90,10,30,10,30,1,201861091611,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,BLUE,{},1
55,推演室15,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-06-10 08:48:55,2018-06-10 09:18:55,83,1003,80048,90,10,30,10,30,1,201861091856,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,BLUE,{},1
44,推演室4,"RED|红方,BLUE|蓝方",0,2,0,1,0,,,83,1003,80048,90,10,30,10,30,1,,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,,{},0
31,推演室11,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-06-10 08:33:17,2018-06-10 09:03:17,83,1003,80048,90,10,30,10,30,1,20186109318,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,BLUE,{},1
25,推演室5,"RED|红方,BLUE|蓝方",0,2,0,1,0,,,83,1003,80048,90,10,30,10,30,1,,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,,{},0
34,推演室14,"RED|红方,BLUE|蓝方",0,2,0,1,0,,,83,1003,80048,90,10,30,10,30,1,,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,,{},0
48,推演室8,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-06-10 09:10:16,2018-06-10 09:40:16,83,1003,80048,90,10,30,10,30,1,201861094016,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,BLUE,{},1
25,推演室5,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-06-10 09:10:17,2018-06-10 09:40:17,83,1003,80048,90,10,30,10,30,1,201861094018,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,BLUE,{},1
31,推演室11,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-06-10 09:13:25,2018-06-10 09:43:25,83,1003,80048,90,10,30,10,30,1,201861094325,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,BLUE,{},1
51,推演室11,"RED|红方,BLUE|蓝方",0,2,0,1,0,,,83,1003,80048,90,10,30,10,30,1,,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,,{},0
33,推演室13,"RED|红方,BLUE|蓝方",0,2,0,1,0,,,83,1003,80048,90,10,30,10,30,1,,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,,{},0
23,推演室3,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-06-10 09:20:42,2018-06-10 09:50:42,83,1003,80048,90,10,30,10,30,1,201861095043,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,BLUE,{},1
22,推演室2,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-06-10 08:35:23,2018-06-10 09:05:23,83,1003,80048,90,10,30,10,30,1,20186109524,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,BLUE,{},1
24,推演室4,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-06-10 08:35:25,2018-06-10 09:05:25,83,1003,80048,90,10,30,10,30,1,20186109526,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,BLUE,{},1
29,推演室9,"RED|红方,BLUE|蓝方",0,2,0,1,0,,,83,1003,80048,90,10,30,10,30,1,,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,,{},0
21,推演室1,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-06-10 09:24:47,2018-06-10 09:54:47,83,1003,80048,90,10,30,10,30,1,201861095448,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,BLUE,{},1
43,推演室3,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-06-10 09:25:36,2018-06-10 09:55:36,83,1003,80048,90,10,30,10,30,1,201861095537,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,BLUE,{},1
49,推演室9,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-06-10 09:25:39,2018-06-10 09:55:39,83,1003,80048,90,10,30,10,30,1,201861095540,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,BLUE,{},1
41,推演室1,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-06-10 09:26:12,2018-06-10 09:56:12,83,1003,80048,90,10,30,10,30,1,201861095613,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,BLUE,{},1
55,推演室15,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-06-10 09:26:21,2018-06-10 09:56:21,83,1003,80048,90,10,30,10,30,1,201861095622,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,BLUE,{},1
27,推演室7,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-06-10 09:26:52,2018-06-10 09:56:52,83,1003,80048,90,10,30,10,30,1,201861095653,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,BLUE,{},1
45,推演室5,"RED|红方,BLUE|蓝方",0,2,0,1,0,,,83,1003,80048,90,10,30,10,30,1,,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,,{},0
28,推演室8,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-06-10 08:36:00,2018-06-10 09:06:00,83,1003,80048,90,10,30,10,30,1,2018610961,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,BLUE,{},1
36,推演室16,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-06-10 08:36:11,2018-06-10 09:06:11,83,1003,80048,90,10,30,10,30,1,20186109612,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,BLUE,{},1
46,推演室6,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-06-10 08:37:29,2018-06-10 09:07:29,83,1003,80048,90,10,30,10,30,1,20186109731,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,BLUE,{},1
48,推演室8,"RED|红方,BLUE|蓝方",0,2,0,1,0,,,83,1003,80048,90,10,30,10,30,1,,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,,{},0
47,推演室7,"RED|红方,BLUE|蓝方",0,2,0,1,0,,,83,1003,80048,90,10,30,10,30,1,,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,,{},0
12,推演室12,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-06-01 07:38:17,2018-06-01 08:08:17,83,1001,80048,90,10,30,10,30,1,20186110045,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,RED,{},1
17,推演室17,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-06-01 09:44:00,2018-06-01 10:14:00,83,1001,80048,90,10,30,10,30,1,20186110141,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,BLUE,{},1
12,推演室12,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-06-01 09:56:21,2018-06-01 10:26:21,83,1001,80048,90,10,30,10,30,1,201861102622,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,BLUE,{},1
20,推演室20,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-06-01 10:01:15,2018-06-01 10:31:15,83,1001,80048,90,10,30,10,30,1,201861103115,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,BLUE,{},1
9,推演室9,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-05-31 20:23:16,2018-05-31 20:53:16,83,1001,80048,90,10,30,10,30,1,20186110329,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,RED,{},1
20,推演室20,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-06-01 10:11:14,2018-06-01 10:41:14,83,1001,80048,90,10,30,10,30,1,201861104125,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,RED,{},1
20,推演室20,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-06-01 10:51:08,2018-06-01 11:21:08,83,1001,80048,90,10,30,10,30,1,20186111219,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,BLUE,{},1
8,推演室8,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-05-31 23:29:03,2018-05-31 23:59:03,83,1001,80048,90,10,30,10,30,1,201861112829,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,RED,{},1
5,推演室5,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-06-01 08:41:28,2018-06-01 09:11:28,83,1001,80048,90,10,30,10,30,1,201861112910,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,RED,{},1
2,推演室2,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-06-01 07:51:01,2018-06-01 08:21:01,83,1001,80048,90,10,30,10,30,1,201861113224,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,BLUE,{},1
10,推演室10,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-06-01 07:15:04,2018-06-01 07:45:04,83,1001,80048,90,10,30,10,30,1,20186111759,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,RED,{},1
22,推演室2,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-06-11 19:53:33,2018-06-11 20:23:33,83,1003,80048,90,10,30,10,30,1,2018611202334,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,BLUE,{},1
22,推演室2,"RED|红方,BLUE|蓝方",0,2,0,1,0,,,83,1003,80048,90,10,30,10,30,1,,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,,{},0
1,推演室1,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-06-01 08:46:02,2018-06-01 09:16:02,83,1001,80048,90,10,30,10,30,1,20186112159,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,RED,{},1
16,推演室16,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-06-01 08:16:40,2018-06-01 08:46:40,83,1001,80048,90,10,30,10,30,1,20186112161,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,RED,{},1
20,推演室20,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-06-01 11:19:40,2018-06-01 11:49:40,83,1001,80048,90,10,30,10,30,1,201861122517,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,RED,{},1
8,推演室8,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-06-01 11:28:55,2018-06-01 11:58:55,83,1001,80048,90,10,30,10,30,1,20186112295,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,,{},1
13,推演室13,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-06-01 09:15:32,2018-06-01 09:45:32,83,1001,80048,90,10,30,10,30,1,201861123159,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,RED,{},1
8,推演室8,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-06-01 12:02:27,2018-06-01 12:32:27,83,1001,80048,90,10,30,10,30,1,201861123237,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,RED,{},1
