,ID,RoomID,Huihe,RoundColor,StageShoot,Yanhu,ObjID,ObjName,ObjColor,ObjA1,ObjType,ObjKeep,ObjNum,ObjPass,TarID,TarUserID,TarName,TarColor,TarB0,TarType,TarHide,TarKeep,TarPass,TarStack,WeaponID,WeaponF1,WeaponName,Dist,EleDiff,AttackLevel,TarPos,TarHex,RandomNum1,Result1,RandomNum2,Diff,Result,Keep,Kills,TarLost,TarNum,Flag,UserRead,Title,Filename
3622,10358,25,13,RED,2,0,17470,中型战车,RED,0,2,0,1,0,17473,459,坦克,BLUE,4,2,0,13,0,1,0,0,,0,0,8,80047,51,4,1,0,0,1,0,1,1,0,0,|459|450|,推演室5,201861083139 01-05-04-03-02 推演室5
3623,10440,25,17,RED,0,0,17693,步兵小队,BLUE,0,1,0,1,0,17467,450,重型坦克,RED,3,2,0,0,1,0,71,5,便携导弹,9,1,8,50028,0,9,0,9,0,0,0,0,0,3,0,|450|,推演室5,201861083139 01-05-04-03-02 推演室5
3624,10451,25,17,RED,1,0,17478,战车,BLUE,0,2,0,2,0,17472,450,中型战车,RED,2,2,0,0,1,1,0,0,,0,0,8,110048,51,11,2,10,1,3,17,1,3,0,0,|459|450|,推演室5,201861083139 01-05-04-03-02 推演室5
3625,10460,25,18,BLUE,0,0,17474,坦克,BLUE,1,2,0,3,0,17467,450,重型坦克,RED,3,2,0,0,0,0,36,11,大号直瞄炮,3,0,10,50028,0,3,3,8,0,3,18,1,3,0,0,|450|,推演室5,201861083139 01-05-04-03-02 推演室5
3626,10279,25,9,RED,0,0,17467,重型坦克,RED,1,2,0,3,0,17478,459,战车,BLUE,3,2,0,9,0,0,37,11,中号直瞄炮,12,0,5,90040,51,11,0,7,0,0,0,0,0,2,0,|459|,推演室5,201861083139 01-05-04-03-02 推演室5
3627,10282,25,9,RED,1,0,17674,步兵小队,RED,0,1,0,3,0,17692,459,步兵小队,BLUE,0,1,0,0,0,0,29,12,人员轻武器,1,0,4,80048,51,12,0,6,0,0,9,0,0,3,0,|459|,推演室5,201861083139 01-05-04-03-02 推演室5
3628,10277,25,9,RED,0,0,17468,重型坦克,RED,1,2,0,3,0,17478,459,战车,BLUE,3,2,0,0,0,0,37,11,中号直瞄炮,12,0,5,90040,51,5,1,4,0,1,9,0,1,2,0,|459|,推演室5,201861083139 01-05-04-03-02 推演室5
3629,10281,25,9,RED,1,0,17687,步兵小队,RED,0,1,0,3,0,17473,459,坦克,BLUE,4,2,0,0,0,1,71,5,便携导弹,2,0,7,80047,51,4,1,9,0,1,9,0,1,2,0,|459|,推演室5,201861083139 01-05-04-03-02 推演室5
3630,10292,25,10,BLUE,1,0,17476,战车,BLUE,0,2,0,3,0,17687,450,步兵小队,RED,0,1,0,0,0,0,43,3,车载轻武器,2,0,4,80051,51,7,0,6,0,0,0,0,0,3,0,|450|,推演室5,201861083139 01-05-04-03-02 推演室5
3631,10297,25,10,BLUE,1,0,17687,步兵小队,RED,0,1,0,3,0,17476,459,战车,BLUE,3,2,0,0,0,0,71,5,便携导弹,2,0,7,80047,51,12,0,6,0,0,0,0,0,3,0,|459|,推演室5,201861083139 01-05-04-03-02 推演室5
3632,10313,25,11,RED,1,0,17687,步兵小队,RED,0,1,0,3,0,17476,459,战车,BLUE,3,2,0,0,0,0,71,5,便携导弹,2,0,7,80047,51,8,2,7,0,2,11,0,2,1,0,|459|,推演室5,201861083139 01-05-04-03-02 推演室5
3633,10319,25,11,RED,1,0,17476,战车,BLUE,0,2,11,1,0,17687,450,步兵小队,RED,0,1,0,0,0,0,43,3,车载轻武器,2,0,2,80051,51,12,0,5,0,0,11,0,0,3,0,|450|,推演室5,201861083139 01-05-04-03-02 推演室5
3634,10334,25,12,BLUE,1,0,17674,步兵小队,RED,0,1,0,3,0,17692,459,步兵小队,BLUE,0,1,0,11,0,0,29,12,人员轻武器,1,0,4,80048,51,11,0,7,0,0,12,1,0,0,0,|459|,推演室5,201861083139 01-05-04-03-02 推演室5
3635,10296,25,10,BLUE,1,0,17674,步兵小队,RED,0,1,0,3,0,17692,459,步兵小队,BLUE,0,1,0,9,0,0,29,12,人员轻武器,1,0,4,80048,51,2,0,5,0,0,10,0,0,2,0,|459|,推演室5,201861083139 01-05-04-03-02 推演室5
3636,10314,25,11,RED,1,0,17674,步兵小队,RED,0,1,0,3,0,17692,459,步兵小队,BLUE,0,1,0,10,0,0,29,12,人员轻武器,1,0,4,80048,51,2,0,7,0,0,11,0,0,1,0,|459|,推演室5,201861083139 01-05-04-03-02 推演室5
3637,10273,25,8,BLUE,0,0,17473,坦克,BLUE,1,2,0,3,0,17687,450,步兵小队,RED,0,1,0,0,0,0,43,3,车载轻武器,2,0,4,80051,51,7,0,6,0,0,0,0,0,3,0,|450|,推演室5,201861083139 01-05-04-03-02 推演室5
3638,10305,25,11,RED,0,0,17693,步兵小队,BLUE,0,1,0,3,0,17468,450,重型坦克,RED,3,2,0,0,1,0,71,5,便携导弹,9,0,8,50054,28,7,3,6,0,3,11,1,3,0,0,|450|450|,推演室5,201861083139 01-05-04-03-02 推演室5
3639,10331,25,12,BLUE,0,0,17473,坦克,BLUE,1,2,9,2,0,17687,450,步兵小队,RED,0,1,0,11,0,0,43,3,车载轻武器,2,0,3,80051,51,10,0,9,0,0,0,0,0,3,0,|450|,推演室5,201861083139 01-05-04-03-02 推演室5
3640,10452,31,18,BLUE,0,0,17052,坦克,BLUE,1,2,0,1,0,17697,474,步兵小队,RED,0,1,0,0,0,0,36,11,大号直瞄炮,1,0,2,90050,51,7,0,6,0,0,0,0,0,1,0,|474|,推演室11,20186108319 01-05-04-03-02 推演室11
3641,10381,31,15,RED,0,0,17046,重型坦克,RED,1,2,0,3,0,17052,475,坦克,BLUE,4,2,0,13,0,0,37,11,中号直瞄炮,10,-1,7,80047,51,5,1,7,0,1,15,0,1,1,0,|475|,推演室11,20186108319 01-05-04-03-02 推演室11
3642,10412,31,16,BLUE,0,0,17697,步兵小队,RED,0,1,0,1,0,17052,475,坦克,BLUE,4,2,0,15,1,0,71,5,便携导弹,1,0,7,80051,51,9,0,8,-1,0,0,0,0,1,0,|475|,推演室11,20186108319 01-05-04-03-02 推演室11
3643,10427,31,17,RED,0,0,17637,步兵小队,BLUE,0,1,0,3,0,17046,474,重型坦克,RED,3,2,0,0,1,0,71,5,便携导弹,8,1,8,30039,34,8,2,5,0,2,17,0,2,1,0,|474|,推演室11,20186108319 01-05-04-03-02 推演室11
3644,10437,31,17,RED,1,0,17697,步兵小队,RED,0,1,0,1,0,17052,475,坦克,BLUE,4,2,0,0,0,0,71,5,便携导弹,1,0,7,80051,51,10,0,6,-1,0,0,0,0,1,0,|475|,推演室11,20186108319 01-05-04-03-02 推演室11
3645,10447,31,18,BLUE,0,0,17053,坦克,BLUE,1,2,0,3,0,17697,474,步兵小队,RED,0,1,0,0,0,0,36,11,大号直瞄炮,1,0,5,90050,51,7,0,6,0,0,0,0,0,1,0,|474|,推演室11,20186108319 01-05-04-03-02 推演室11
3646,10408,31,16,BLUE,0,0,17052,坦克,BLUE,1,2,15,1,0,17697,474,步兵小队,RED,0,1,0,16,0,0,36,11,大号直瞄炮,1,0,2,90050,51,12,0,5,0,0,16,0,0,2,0,|474|,推演室11,20186108319 01-05-04-03-02 推演室11
3647,10454,31,18,BLUE,0,0,17697,步兵小队,RED,0,1,0,1,0,17052,475,坦克,BLUE,4,2,0,0,1,0,35,6,火箭筒,1,0,6,80049,26,9,0,6,-1,0,0,0,0,1,0,|475|,推演室11,20186108319 01-05-04-03-02 推演室11
3648,10473,31,19,RED,0,0,17046,重型坦克,RED,1,2,0,1,0,17057,475,战车,BLUE,3,2,0,0,0,0,37,11,中号直瞄炮,10,-1,7,80050,51,9,0,8,0,0,0,0,0,2,0,|475|,推演室11,20186108319 01-05-04-03-02 推演室11
3649,10480,31,19,RED,1,0,17697,步兵小队,RED,0,1,0,1,0,17052,475,坦克,BLUE,4,2,0,0,0,0,35,6,火箭筒,1,0,6,80051,51,12,0,6,-1,0,0,0,0,1,0,|475|,推演室11,20186108319 01-05-04-03-02 推演室11
3650,10486,31,20,BLUE,0,0,17052,坦克,BLUE,1,2,0,1,0,17697,474,步兵小队,RED,0,1,0,0,0,0,36,11,大号直瞄炮,1,0,2,90050,51,4,0,9,1,1,20,1,1,0,0,|474|,推演室11,20186108319 01-05-04-03-02 推演室11
3651,10351,31,14,BLUE,0,0,17052,坦克,BLUE,1,2,13,2,0,17697,474,步兵小队,RED,0,1,0,0,0,0,36,11,大号直瞄炮,2,0,3,90050,51,7,0,4,0,0,0,0,0,3,0,|474|,推演室11,20186108319 01-05-04-03-02 推演室11
3652,10406,31,16,BLUE,0,0,17053,坦克,BLUE,1,2,0,3,0,17697,474,步兵小队,RED,0,1,0,0,0,0,36,11,大号直瞄炮,3,0,5,90050,51,12,0,8,0,0,16,0,0,3,0,|474|,推演室11,20186108319 01-05-04-03-02 推演室11
3653,10426,31,17,RED,0,0,17046,重型坦克,RED,1,2,0,3,0,17055,475,战车,BLUE,3,2,0,0,0,1,37,11,中号直瞄炮,10,-1,7,80045,51,7,2,7,0,2,17,1,1,0,0,|475|,推演室11,20186108319 01-05-04-03-02 推演室11
3654,10508,31,20,BLUE,1,0,17699,步兵小队,RED,0,1,0,3,0,17052,475,坦克,BLUE,4,2,0,0,1,1,0,0,,0,0,6,100049,51,5,1,7,0,1,20,1,1,0,0,|475|474|,推演室11,20186108319 01-05-04-03-02 推演室11
3655,10510,31,20,BLUE,1,0,17053,坦克,BLUE,1,2,20,3,0,17699,474,步兵小队,RED,0,1,0,0,0,1,0,0,,0,0,10,100049,51,8,0,8,1,1,20,0,1,2,0,|475|474|,推演室11,20186108319 01-05-04-03-02 推演室11
3656,10511,31,20,BLUE,1,0,17057,战车,BLUE,0,2,0,2,0,17699,474,步兵小队,RED,0,1,0,0,0,1,0,0,,0,0,10,100049,51,10,1,6,0,1,20,0,1,1,0,|475|474|474|,推演室11,20186108319 01-05-04-03-02 推演室11
3657,10512,31,20,BLUE,2,0,17699,步兵小队,RED,0,1,0,1,0,17057,475,战车,BLUE,3,2,0,0,0,1,0,0,,0,0,2,100049,51,5,0,0,0,0,0,0,0,2,0,|475|475|474|,推演室11,20186108319 01-05-04-03-02 推演室11
3658,10490,31,20,BLUE,0,0,17053,坦克,BLUE,1,2,0,3,0,17699,474,步兵小队,RED,0,1,0,0,0,0,36,11,大号直瞄炮,2,0,5,100049,51,8,0,7,0,0,0,0,0,3,0,|474|,推演室11,20186108319 01-05-04-03-02 推演室11
3659,10275,31,9,RED,0,0,17046,重型坦克,RED,1,2,0,3,0,17057,475,战车,BLUE,3,2,0,0,0,0,37,11,中号直瞄炮,12,0,5,60029,51,3,1,8,0,1,9,0,1,2,0,|475|,推演室11,20186108319 01-05-04-03-02 推演室11
3660,10276,31,9,RED,0,0,17047,重型坦克,RED,1,2,8,1,0,17052,475,坦克,BLUE,4,2,0,0,0,0,37,11,中号直瞄炮,4,0,9,90044,0,6,1,5,-1,0,9,0,0,3,0,|475|,推演室11,20186108319 01-05-04-03-02 推演室11
3661,10283,31,10,BLUE,0,0,17053,坦克,BLUE,1,2,0,3,0,17047,474,重型坦克,RED,3,2,0,8,0,0,36,11,大号直瞄炮,11,0,8,80055,0,6,1,5,0,1,10,1,1,0,0,|474|,推演室11,20186108319 01-05-04-03-02 推演室11
3662,10338,31,13,RED,0,0,17046,重型坦克,RED,1,2,0,3,0,17052,475,坦克,BLUE,4,2,0,0,0,0,37,11,中号直瞄炮,9,-1,7,80045,51,2,1,4,-1,0,13,0,0,2,0,|475|,推演室11,20186108319 01-05-04-03-02 推演室11
3663,10271,31,8,BLUE,0,0,17052,坦克,BLUE,1,2,0,3,0,17047,474,重型坦克,RED,3,2,0,0,0,0,36,11,大号直瞄炮,2,-1,10,90053,0,8,2,7,0,2,8,0,2,1,0,|474|,推演室11,20186108319 01-05-04-03-02 推演室11
3664,10285,31,10,BLUE,0,0,17052,坦克,BLUE,1,2,9,3,0,17051,474,中型战车,RED,2,2,0,0,0,0,36,11,大号直瞄炮,3,0,10,110052,0,10,2,6,0,2,10,0,2,1,0,|474|,推演室11,20186108319 01-05-04-03-02 推演室11
3665,10339,31,13,RED,0,0,17637,步兵小队,BLUE,0,1,0,3,0,17046,474,重型坦克,RED,3,2,0,0,1,0,71,5,便携导弹,7,1,8,30048,51,11,0,7,0,0,0,0,0,3,0,|474|,推演室11,20186108319 01-05-04-03-02 推演室11
3666,10513,31,20,BLUE,2,0,17053,坦克,BLUE,1,2,20,3,0,17699,474,步兵小队,RED,0,1,0,0,0,1,0,0,,0,0,10,100049,51,5,1,0,0,1,0,1,1,0,0,|475|474|,推演室11,20186108319 01-05-04-03-02 推演室11
3667,10494,31,20,BLUE,0,0,17699,步兵小队,RED,0,1,0,3,0,17053,475,坦克,BLUE,4,2,0,0,1,0,71,5,便携导弹,0,0,7,100049,51,8,2,4,-2,0,20,0,0,3,0,|475|,推演室11,20186108319 01-05-04-03-02 推演室11
3668,10286,31,10,BLUE,0,0,17697,步兵小队,RED,0,1,0,3,0,17052,475,坦克,BLUE,4,2,0,9,1,0,71,5,便携导弹,3,0,8,90044,0,2,1,4,-2,0,0,0,0,3,0,|475|,推演室11,20186108319 01-05-04-03-02 推演室11
3669,10300,31,11,RED,0,0,17046,重型坦克,RED,1,2,0,3,0,17055,475,战车,BLUE,3,2,0,0,0,0,37,11,中号直瞄炮,6,1,8,50036,51,10,2,10,0,2,11,0,2,1,0,|475|,推演室11,20186108319 01-05-04-03-02 推演室11
3670,10322,31,12,BLUE,0,0,17053,坦克,BLUE,1,2,0,3,0,17051,474,中型战车,RED,2,2,0,0,0,0,36,11,大号直瞄炮,6,0,9,110048,51,2,2,7,0,2,12,1,1,0,0,|474|,推演室11,20186108319 01-05-04-03-02 推演室11
3671,10325,31,12,BLUE,0,0,17052,坦克,BLUE,1,2,9,3,0,17049,474,中型战车,RED,2,2,0,0,0,1,36,11,大号直瞄炮,5,0,9,100053,51,7,3,7,0,3,12,1,3,0,0,|474|,推演室11,20186108319 01-05-04-03-02 推演室11
3672,10326,31,12,BLUE,0,0,17697,步兵小队,RED,0,1,0,3,0,17052,475,坦克,BLUE,4,2,0,9,1,0,71,5,便携导弹,5,0,8,90044,0,8,2,5,-1,1,12,0,1,2,0,|475|,推演室11,20186108319 01-05-04-03-02 推演室11
3673,10388,33,13,RED,1,0,17079,战车,BLUE,0,2,0,3,0,17073,470,中型战车,RED,2,2,0,0,1,0,69,5,车载导弹,8,-1,8,80046,28,8,2,6,0,2,13,1,2,0,0,|470|,推演室13,201861083346 01-05-04-03-02 推演室13
3674,10458,33,16,BLUE,1,0,17694,步兵小队,RED,0,1,0,3,0,17703,457,步兵小队,BLUE,0,1,0,15,0,0,29,12,人员轻武器,1,0,4,80048,51,9,0,5,0,0,0,0,0,1,0,|457|,推演室13,201861083346 01-05-04-03-02 推演室13
3675,10540,33,20,BLUE,1,0,17694,步兵小队,RED,0,1,0,3,0,17076,457,坦克,BLUE,4,2,0,20,1,1,0,0,,0,0,6,80048,51,12,0,5,-1,0,0,0,0,2,0,|457|470|,推演室13,201861083346 01-05-04-03-02 推演室13
3676,10531,33,20,BLUE,0,0,17076,坦克,BLUE,1,2,19,2,0,17071,470,重型坦克,RED,3,2,0,0,0,0,36,11,大号直瞄炮,1,0,10,80047,51,3,1,6,0,1,20,0,1,1,0,|470|,推演室13,201861083346 01-05-04-03-02 推演室13
3677,10465,33,17,RED,0,0,17070,重型坦克,RED,1,2,0,3,0,17703,457,步兵小队,BLUE,0,1,0,0,0,0,43,3,车载轻武器,2,0,4,80048,51,4,0,4,0,0,17,0,0,1,0,|457|,推演室13,201861083346 01-05-04-03-02 推演室13
3678,10474,33,17,RED,0,0,17076,坦克,BLUE,1,2,0,3,0,17694,470,步兵小队,RED,0,1,0,0,1,0,36,11,大号直瞄炮,1,0,5,80048,51,8,0,7,0,0,0,0,0,3,0,|470|,推演室13,201861083346 01-05-04-03-02 推演室13
3679,10422,33,15,RED,0,0,17070,重型坦克,RED,1,2,0,3,0,17703,457,步兵小队,BLUE,0,1,0,0,0,0,43,3,车载轻武器,2,0,4,80048,51,11,0,10,1,1,15,0,1,2,0,|457|,推演室13,201861083346 01-05-04-03-02 推演室13
3680,10483,33,18,BLUE,0,0,17077,坦克,BLUE,1,2,0,3,0,17070,470,重型坦克,RED,3,2,0,0,0,1,36,11,大号直瞄炮,1,-1,10,90053,0,8,2,7,0,2,18,0,2,1,0,|470|,推演室13,201861083346 01-05-04-03-02 推演室13
3681,10423,33,15,RED,0,0,17071,重型坦克,RED,1,2,0,3,0,17703,457,步兵小队,BLUE,0,1,0,15,0,0,43,3,车载轻武器,2,0,4,80048,51,2,0,5,0,0,15,0,0,1,0,|457|,推演室13,201861083346 01-05-04-03-02 推演室13
3682,10471,33,17,RED,0,0,17071,重型坦克,RED,1,2,0,3,0,17703,457,步兵小队,BLUE,0,1,0,17,0,0,43,3,车载轻武器,2,0,4,80048,51,7,0,9,1,1,17,1,1,0,0,|457|,推演室13,201861083346 01-05-04-03-02 推演室13
3683,10509,33,19,RED,0,0,17071,重型坦克,RED,1,2,0,2,0,17076,457,坦克,BLUE,4,2,0,0,0,0,37,11,中号直瞄炮,1,0,10,90049,0,2,1,7,0,1,19,0,1,2,0,|457|,推演室13,201861083346 01-05-04-03-02 推演室13
3684,10544,33,20,BLUE,3,0,17694,步兵小队,RED,0,1,0,1,0,17076,457,坦克,BLUE,4,2,0,20,0,1,0,0,,0,0,2,80048,51,11,0,0,0,0,0,0,0,2,0,|457|470|,推演室13,201861083346 01-05-04-03-02 推演室13
3685,10545,33,20,BLUE,3,0,17076,坦克,BLUE,1,2,20,2,0,17694,470,步兵小队,RED,0,1,0,0,0,1,0,0,,0,0,10,80048,51,8,0,0,0,0,20,0,0,1,0,|457|470|470|,推演室13,201861083346 01-05-04-03-02 推演室13
3686,10274,33,7,RED,0,0,17071,重型坦克,RED,1,2,0,3,0,17081,457,战车,BLUE,3,2,0,0,0,1,37,11,中号直瞄炮,6,0,8,80040,28,7,3,6,0,3,7,1,3,0,0,|457|,推演室13,201861083346 01-05-04-03-02 推演室13
3687,10489,33,18,BLUE,0,0,17076,坦克,BLUE,1,2,0,3,0,17070,470,重型坦克,RED,3,2,0,18,0,1,36,11,大号直瞄炮,2,-1,10,90053,0,6,1,8,1,2,18,1,1,0,0,|470|,推演室13,201861083346 01-05-04-03-02 推演室13
3688,10541,33,20,BLUE,1,0,17076,坦克,BLUE,1,2,20,2,0,17694,470,步兵小队,RED,0,1,0,0,0,1,0,0,,0,0,10,80048,51,8,0,10,1,1,20,0,1,2,0,|457|470|,推演室13,201861083346 01-05-04-03-02 推演室13
3689,10542,33,20,BLUE,2,0,17694,步兵小队,RED,0,1,0,2,0,17076,457,坦克,BLUE,4,2,0,20,0,1,0,0,,0,0,4,80048,51,4,0,0,0,0,0,0,0,2,0,|470|457|,推演室13,201861083346 01-05-04-03-02 推演室13
3690,10543,33,20,BLUE,2,0,17076,坦克,BLUE,1,2,20,2,0,17694,470,步兵小队,RED,0,1,0,0,0,1,0,0,,0,0,10,80048,51,4,1,0,0,1,0,0,1,1,0,|457|470|,推演室13,201861083346 01-05-04-03-02 推演室13
3691,10293,33,9,RED,0,0,17071,重型坦克,RED,1,2,0,3,0,17702,457,步兵小队,BLUE,0,1,0,0,0,0,43,3,车载轻武器,2,0,4,80048,51,3,0,8,0,0,9,0,0,3,0,|457|,推演室13,201861083346 01-05-04-03-02 推演室13
3692,10307,33,9,RED,1,0,17702,步兵小队,BLUE,0,1,9,3,0,17075,470,中型战车,RED,2,2,0,0,1,1,0,0,,0,0,6,80048,51,5,1,5,0,1,9,0,1,2,0,|470|457|,推演室13,201861083346 01-05-04-03-02 推演室13
3693,10310,33,9,RED,2,0,17702,步兵小队,BLUE,0,1,9,2,0,17075,470,中型战车,RED,2,2,0,0,0,1,0,0,,0,0,4,80048,51,7,1,0,0,1,0,0,1,1,0,|470|457|,推演室13,201861083346 01-05-04-03-02 推演室13
3694,10316,33,10,BLUE,0,0,17076,坦克,BLUE,1,2,0,3,0,17075,470,中型战车,RED,2,2,0,0,0,0,36,11,大号直瞄炮,5,-1,9,80048,51,2,2,10,1,3,10,1,1,0,0,|470|,推演室13,201861083346 01-05-04-03-02 推演室13
3695,10323,33,10,BLUE,0,0,17077,坦克,BLUE,1,2,0,3,0,17073,470,中型战车,RED,2,2,0,0,0,0,36,11,大号直瞄炮,6,0,9,110048,51,5,1,4,0,1,10,0,1,2,0,|470|,推演室13,201861083346 01-05-04-03-02 推演室13
3696,10301,33,9,RED,1,0,17694,步兵小队,RED,0,1,0,3,0,17702,457,步兵小队,BLUE,0,1,0,9,0,0,29,12,人员轻武器,2,0,2,80048,51,9,0,5,0,0,0,0,0,3,0,|457|,推演室13,201861083346 01-05-04-03-02 推演室13
3697,10309,33,9,RED,1,0,17075,中型战车,RED,0,2,0,2,0,17702,457,步兵小队,BLUE,0,1,0,9,0,1,0,0,,0,0,10,80048,51,3,1,6,0,1,9,0,1,2,0,|470|457|,推演室13,201861083346 01-05-04-03-02 推演室13
3698,10532,33,20,BLUE,0,0,17694,步兵小队,RED,0,1,0,3,0,17076,457,坦克,BLUE,4,2,0,19,1,0,35,6,火箭筒,1,0,6,80049,26,4,1,6,-1,0,20,0,0,2,0,|457|,推演室13,201861083346 01-05-04-03-02 推演室13
3699,10500,33,18,BLUE,2,0,17071,重型坦克,RED,1,2,0,2,0,17077,457,坦克,BLUE,4,2,0,0,0,1,0,0,,0,0,10,90053,0,10,2,0,0,2,0,1,1,0,0,|457|470|,推演室13,201861083346 01-05-04-03-02 推演室13
3700,10498,33,18,BLUE,1,0,17071,重型坦克,RED,1,2,0,3,0,17077,457,坦克,BLUE,4,2,0,0,1,1,0,0,,0,0,10,90053,0,9,2,8,0,2,18,0,2,1,0,|457|470|,推演室13,201861083346 01-05-04-03-02 推演室13
3701,10499,33,18,BLUE,1,0,17077,坦克,BLUE,1,2,0,1,0,17071,470,重型坦克,RED,3,2,0,0,0,1,0,0,,0,0,10,90053,0,10,1,6,0,1,18,0,1,2,0,|457|470|,推演室13,201861083346 01-05-04-03-02 推演室13
3702,10311,33,9,RED,2,0,17075,中型战车,RED,0,2,0,1,0,17702,457,步兵小队,BLUE,0,1,0,9,0,1,0,0,,0,0,10,80048,51,2,2,0,0,2,0,1,2,0,0,|470|457|,推演室13,201861083346 01-05-04-03-02 推演室13
3703,10390,22,14,BLUE,0,0,17521,坦克,BLUE,1,2,0,1,0,17518,473,中型战车,RED,2,2,2,0,0,0,36,11,大号直瞄炮,6,0,9,80053,51,10,0,6,0,0,0,0,0,3,0,|473|,推演室2,20186108338 01-05-04-03-02 推演室2
3704,10421,22,15,RED,1,0,17691,步兵小队,RED,0,1,0,3,0,17521,453,坦克,BLUE,4,2,0,0,0,0,71,5,便携导弹,5,0,8,110053,54,9,2,5,-1,1,15,1,1,0,0,|453|,推演室2,20186108338 01-05-04-03-02 推演室2
3705,10343,22,12,BLUE,0,0,17521,坦克,BLUE,1,2,10,1,0,17691,473,步兵小队,RED,0,1,0,0,0,0,36,11,大号直瞄炮,3,0,2,90050,51,9,0,8,0,0,0,0,0,3,0,|473|,推演室2,20186108338 01-05-04-03-02 推演室2
3706,10345,22,12,BLUE,0,0,17691,步兵小队,RED,0,1,0,3,0,17521,453,坦克,BLUE,4,2,0,10,1,0,71,5,便携导弹,3,0,8,100049,51,4,1,7,-1,0,12,0,0,1,0,|453|,推演室2,20186108338 01-05-04-03-02 推演室2
3707,10418,22,15,RED,0,0,17515,重型坦克,RED,1,2,0,3,0,17522,453,坦克,BLUE,4,2,0,0,0,0,37,11,中号直瞄炮,2,0,10,100055,54,12,3,5,-1,2,15,0,2,1,0,|453|,推演室2,20186108338 01-05-04-03-02 推演室2
3708,10449,22,16,BLUE,1,0,17515,重型坦克,RED,1,2,0,3,0,17522,453,坦克,BLUE,4,2,0,15,1,1,0,0,,0,0,10,100058,0,9,2,8,0,2,16,1,1,0,0,|473|453|,推演室2,20186108338 01-05-04-03-02 推演室2
3709,10387,22,14,BLUE,0,0,17522,坦克,BLUE,1,2,0,3,0,17516,473,重型坦克,RED,3,2,0,0,0,0,36,11,大号直瞄炮,2,-1,10,90053,0,12,3,8,0,3,14,1,3,0,0,|473|,推演室2,20186108338 01-05-04-03-02 推演室2
3710,10521,22,19,RED,2,0,17691,步兵小队,RED,0,1,0,2,0,17700,453,步兵小队,BLUE,0,1,0,0,0,1,0,0,,0,0,4,110046,51,7,0,0,0,0,0,0,0,3,0,|473|453|,推演室2,20186108338 01-05-04-03-02 推演室2
3711,10269,22,5,RED,0,0,17515,重型坦克,RED,1,2,0,3,0,17524,453,战车,BLUE,3,2,0,0,0,0,37,11,中号直瞄炮,12,0,5,80043,0,11,0,7,0,0,0,0,0,3,0,|453|,推演室2,20186108338 01-05-04-03-02 推演室2
3712,10295,22,9,RED,1,0,17691,步兵小队,RED,0,1,0,3,0,17701,453,步兵小队,BLUE,0,1,0,9,0,0,29,12,人员轻武器,2,0,2,80048,51,4,0,9,1,1,9,0,1,2,0,|453|,推演室2,20186108338 01-05-04-03-02 推演室2
3713,10308,22,10,BLUE,0,0,17522,坦克,BLUE,1,2,0,3,0,17691,473,步兵小队,RED,0,1,0,10,0,0,36,11,大号直瞄炮,2,0,5,90050,51,9,0,8,0,0,0,0,0,3,0,|473|,推演室2,20186108338 01-05-04-03-02 推演室2
3714,10519,22,19,RED,2,0,17526,战车,BLUE,0,2,19,1,0,17518,473,中型战车,RED,2,2,0,19,0,1,0,0,,0,0,8,110048,51,4,1,0,0,1,0,1,1,0,0,|473|453|,推演室2,20186108338 01-05-04-03-02 推演室2
3715,10291,22,9,RED,0,0,17515,重型坦克,RED,1,2,0,3,0,17524,453,战车,BLUE,3,2,0,0,0,0,37,11,中号直瞄炮,14,0,2,80036,130,4,1,4,0,1,9,1,1,0,0,|453|,推演室2,20186108338 01-05-04-03-02 推演室2
3716,10294,22,9,RED,1,0,17690,步兵小队,RED,0,1,0,3,0,17701,453,步兵小队,BLUE,0,1,0,0,0,0,29,12,人员轻武器,1,0,4,80048,51,3,0,8,0,0,9,0,0,3,0,|453|,推演室2,20186108338 01-05-04-03-02 推演室2
3717,10318,22,10,BLUE,1,0,17690,步兵小队,RED,0,1,0,3,0,17701,453,步兵小队,BLUE,0,1,0,9,0,0,29,12,人员轻武器,1,0,4,80048,51,11,0,10,1,1,10,0,1,1,0,|453|,推演室2,20186108338 01-05-04-03-02 推演室2
3718,10520,22,19,RED,2,0,17700,步兵小队,BLUE,0,1,0,3,0,17691,473,步兵小队,RED,0,1,0,0,0,1,0,0,,0,0,6,110046,51,11,0,0,0,0,19,0,0,2,0,|473|453|,推演室2,20186108338 01-05-04-03-02 推演室2
3719,10497,22,19,RED,0,0,17515,重型坦克,RED,1,2,0,3,0,17526,453,战车,BLUE,3,2,2,0,0,0,37,11,中号直瞄炮,1,0,10,110048,51,10,2,9,0,2,19,0,2,1,0,|453|,推演室2,20186108338 01-05-04-03-02 推演室2
3720,10501,22,19,RED,0,0,17700,步兵小队,BLUE,0,1,0,3,0,17518,473,中型战车,RED,2,2,0,0,1,0,35,6,火箭筒,1,0,6,110048,51,2,1,4,0,1,19,0,1,2,0,|473|,推演室2,20186108338 01-05-04-03-02 推演室2
3721,10272,22,7,RED,0,0,17516,重型坦克,RED,1,2,0,3,0,17524,453,战车,BLUE,3,2,0,0,0,0,37,11,中号直瞄炮,1,0,10,80049,26,8,2,9,0,2,7,0,2,1,0,|453|,推演室2,20186108338 01-05-04-03-02 推演室2
